"state","year","fips","vmt","fatalityrate","sb_usage","speed65","speed70","drinkage21","ba08","income","age","primary","secondary"
"AK",1983,2,3358,0.0446694456040859,NA,0,0,1,0,17973,28.2349662780762,0,0
"AK",1984,2,3589,0.0373363047838211,NA,0,0,1,0,18093,28.343542098999,0,0
"AK",1985,2,3840,0.0330729149281979,NA,0,0,1,0,18925,28.3728160858154,0,0
"AK",1986,2,4008,0.0251996014267206,NA,0,0,1,0,18466,28.3966522216797,0,0
"AK",1987,2,3900,0.0194871798157692,NA,0,0,1,0,18021,28.4532508850098,0,0
"AK",1988,2,3841,0.0252538397908211,NA,0,0,1,0,18447,28.8514194488525,0,0
"AK",1989,2,3887,0.0216104965656996,NA,0,0,1,0,19970,29.1489543914795,0,0
"AK",1990,2,3979,0.0246293041855097,0.449999988079071,0,0,1,0,21073,29.5862846374512,0,0
"AK",1991,2,4021,0.0251181293278933,0.660000026226044,0,0,1,0,21496,29.8277111053467,0,1
"AK",1992,2,3841,0.0281176771968603,0.660000026226044,1,0,1,0,22073,30.2106971740723,0,1
"AK",1993,2,3918,0.0301174074411392,0.689999997615814,1,0,1,0,22711,30.4643859863281,0,1
"AK",1994,2,4150,0.0204819273203611,0.689999997615814,1,0,1,0,23417,30.75657081604,0,1
"AK",1995,2,4123,0.021101139485836,0.689999997615814,1,0,1,0,23971,31.178596496582,0,1
"AK",1996,2,4115,0.0196840818971395,0.689999997615814,1,0,1,0,24310,31.4453544616699,0,1
"AK",1997,2,4387,0.0175518579781055,0.689999997615814,1,0,1,0,24969,31.6014747619629,0,1
"AL",1983,1,31032,0.0299690645188093,NA,0,0,0,0,9505,34.2006454467773,0,0
"AL",1984,1,32961,0.0282758418470621,0.129999995231628,0,0,0,0,10417,34.421630859375,0,0
"AL",1985,1,35091,0.0251346491277218,0.170000001788139,0,0,1,0,11133,34.6025695800781,0,0
"AL",1986,1,34003,0.0317913107573986,0.28999999165535,0,0,1,0,11736,34.7606735229492,0,0
"AL",1987,1,37426,0.0296852458268404,0.209999993443489,1,0,1,0,12394,34.9556579589844,0,0
"AL",1988,1,39684,0.0258038509637117,0.28999999165535,1,0,1,0,13288,35.1369552612305,0,0
"AL",1989,1,40765,0.025242242962122,0.379999995231628,1,0,1,0,14266,35.3278579711914,0,0
"AL",1990,1,42347,0.0264717694371939,0.439999997615814,1,0,1,0,15213,35.6229248046875,0,0
"AL",1991,1,42924,0.025999441742897,0.469999998807907,1,0,1,0,15895,35.6887359619141,0,0
"AL",1992,1,45762,0.0225296095013618,0.579999983310699,1,0,1,0,16817,35.8326187133789,0,1
"AL",1993,1,47337,0.0220546294003725,0.550000011920929,1,0,1,0,17398,35.9482536315918,0,1
"AL",1994,1,48956,0.0221219062805176,0.550000011920929,1,0,1,0,18163,36.0920104980469,0,1
"AL",1995,1,50628,0.0220036339014769,0.519999980926514,1,1,1,1,19041,36.2057456970215,0,1
"AL",1996,1,51433,0.022281413897872,0.540000021457672,1,1,1,1,19838,36.3851318359375,0,1
"AL",1997,1,53458,0.022297877818346,0.519999980926514,1,1,1,1,20672,36.5007209777832,0,1
"AR",1983,5,16684,0.0333852805197239,NA,0,0,1,0,9267,35.4221382141113,0,0
"AR",1984,5,16621,0.0315865464508533,NA,0,0,1,0,10263,35.56396484375,0,0
"AR",1985,5,17112,0.0312061719596386,NA,0,0,1,0,10919,35.6919136047363,0,0
"AR",1986,5,17555,0.03434918820858,0.197999998927116,0,0,1,0,11409,35.8672676086426,0,0
"AR",1987,5,18306,0.0349065884947777,NA,1,0,1,0,11842,36.0081329345703,0,0
"AR",1988,5,19219,0.0317394249141216,0.300999999046326,1,0,1,0,12637,36.1438674926758,0,0
"AR",1989,5,20414,0.0316939353942871,NA,1,0,1,0,13353,36.2920837402344,0,0
"AR",1990,5,21011,0.028746847063303,0.340000003576279,1,0,1,0,14025,36.4256820678711,0,0
"AR",1991,5,21934,0.027719521895051,0.519999980926514,1,0,1,0,14766,36.4663162231445,0,1
"AR",1992,5,23081,0.025475500151515,0.550000011920929,1,0,1,0,15807,36.5056991577148,0,1
"AR",1993,5,23995,0.0242967288941145,0.550000011920929,1,0,1,0,16380,36.5925750732422,0,1
"AR",1994,5,24948,0.0244107749313116,0.509999990463257,1,0,1,0,17090,36.6223907470703,0,1
"AR",1995,5,26653,0.0236746333539486,0.509999990463257,1,0,1,0,17934,36.628490447998,0,1
"AR",1996,5,27840,0.0220905169844627,0.479999989271164,1,0,1,0,18808,36.6652374267578,0,1
"AR",1997,5,28144,0.0234508235007524,0.479999989271164,1,0,1,0,19595,36.8175773620605,0,1
"AZ",1983,4,19611,0.0344194583594799,NA,0,0,0,0,11277,34.1142196655273,0,0
"AZ",1984,4,20613,0.0421578623354435,NA,0,0,1,0,12375,34.2470703125,0,0
"AZ",1985,4,21580,0.0413809083402157,NA,0,0,1,0,13280,34.3313598632812,0,0
"AZ",1986,4,22665,0.0444297380745411,NA,0,0,1,0,13980,34.475341796875,0,0
"AZ",1987,4,31729,0.0295943766832352,NA,1,0,1,0,14631,34.543025970459,0,0
"AZ",1988,4,34247,0.0275644585490227,NA,1,0,1,0,15246,34.6561317443848,0,0
"AZ",1989,4,34816,0.0252470131963491,NA,1,0,1,0,15919,34.7041091918945,0,0
"AZ",1990,4,35456,0.0245092511177063,0.550000011920929,1,0,1,0,16608,34.8856239318848,0,0
"AZ",1991,4,34929,0.0233616773039103,0.649999976158142,1,0,1,0,16971,35.0049057006836,0,1
"AZ",1992,4,35047,0.0230832882225513,0.730000019073486,1,0,1,0,17583,35.1924667358398,0,1
"AZ",1993,4,39150,0.0204597692936659,0.730000019073486,1,0,1,0,18270,35.283260345459,0,1
"AZ",1994,4,38774,0.0233145914971828,0.600000023841858,1,0,1,0,19127,35.4959335327148,0,1
"AZ",1995,4,39653,0.026101429015398,0.600000023841858,1,1,1,0,20078,35.4948616027832,0,1
"AZ",1996,4,42123,0.0235975589603186,0.560000002384186,1,1,1,0,21071,35.552433013916,0,1
"AZ",1997,4,43491,0.0218665935099125,0.629999995231628,1,1,1,0,21998,35.7004356384277,0,1
"CA",1983,6,182652,0.0250366814434528,NA,0,0,1,0,14258,33.7374572753906,0,0
"CA",1984,6,196537,0.025542264804244,NA,0,0,1,0,15593,33.7844276428223,0,0
"CA",1985,6,207600,0.0238921009004116,0.257999986410141,0,0,1,0,16523,33.8018264770508,0,0
"CA",1986,6,214913,0.0244424492120743,0.45430001616478,0,0,1,0,17255,33.8111419677734,0,1
"CA",1987,6,226301,0.0243215896189213,0.480999976396561,1,0,1,0,18175,33.8221626281738,0,1
"CA",1988,6,241575,0.0223201904445887,0.508499979972839,1,0,1,0,19263,33.8038063049316,0,1
"CA",1989,6,251482,0.0215204264968634,0.532999992370605,1,0,1,0,20226,33.7592086791992,0,1
"CA",1990,6,258926,0.0200520604848862,0.570999979972839,1,0,1,1,21363,33.8367233276367,0,1
"CA",1991,6,257976,0.0181722324341536,0.593499958515167,1,0,1,1,21491,33.7984924316406,0,1
"CA",1992,6,262548,0.0159666035324335,0.666000008583069,1,0,1,1,22191,33.8995819091797,0,1
"CA",1993,6,266408,0.0156301613897085,0.813000023365021,1,0,1,1,22430,33.9820594787598,0,1
"CA",1994,6,271943,0.0155620845034719,0.826999962329865,1,0,1,1,22953,34.0540046691895,0,1
"CA",1995,6,276371,0.0151680167764425,0.816999971866608,1,1,1,1,23983,34.1773719787598,0,1
"CA",1996,6,278043,0.0143467020243406,0.845000028610229,1,1,1,1,25142,34.2943305969238,0,1
"CA",1997,6,285612,0.0129126226529479,0.851999998092651,1,1,1,1,26314,34.4820899963379,0,1
"CO",1983,8,24109,0.0267949737608433,NA,0,0,0,0,13460,32.6092262268066,0,0
"CO",1984,8,24588,0.0247275084257126,NA,0,0,0,0,14597,32.7904396057129,0,0
"CO",1985,8,26146,0.022144878283143,NA,0,0,0,0,15224,32.9454574584961,0,0
"CO",1986,8,26382,0.022856492549181,NA,0,0,0,0,15571,33.115364074707,0,0
"CO",1987,8,26968,0.0219148620963097,NA,1,0,1,0,16147,33.2912368774414,0,1
"CO",1988,8,27665,0.0179649367928505,NA,1,0,1,0,16985,33.5219192504883,0,1
"CO",1989,8,27577,0.0191101282835007,NA,1,0,1,0,18110,33.7736434936523,0,1
"CO",1990,8,27178,0.0200161896646023,0.5,1,0,1,0,19290,34.0188293457031,0,1
"CO",1991,8,27744,0.0195717997848988,0.509999990463257,1,0,1,0,20099,34.1767730712891,0,1
"CO",1992,8,28927,0.0180454254150391,0.5,1,0,1,0,21005,34.3463516235352,0,1
"CO",1993,8,32718,0.0170853957533836,0.529999971389771,1,0,1,0,22117,34.5524101257324,0,1
"CO",1994,8,33705,0.0173861440271139,0.540000021457672,1,0,1,0,23019,34.7841567993164,0,1
"CO",1995,8,35058,0.0183980837464333,0.560000002384186,1,0,1,0,24304,34.9894180297852,0,1
"CO",1996,8,36141,0.0170720238238573,0.560000002384186,1,0,1,0,25627,35.1913871765137,0,1
"CO",1997,8,37746,0.0162401311099529,0.589999973773956,1,0,1,0,27015,35.3195877075195,0,1
"CT",1983,9,20630,0.0212312173098326,NA,0,0,0,0,15620,36.034252166748,0,0
"CT",1984,9,21076,0.0222527999430895,NA,0,0,0,0,17360,36.1912384033203,0,0
"CT",1985,9,22152,0.0202239081263542,NA,0,0,1,0,18531,36.3009796142578,0,0
"CT",1986,9,24053,0.0189165584743023,NA,0,0,1,0,19815,36.3553848266602,1,0
"CT",1987,9,26775,0.0167693737894297,NA,0,0,1,0,21588,36.4513473510742,1,0
"CT",1988,9,26062,0.0185710992664099,NA,0,0,1,0,23699,36.5017051696777,1,0
"CT",1989,9,26183,0.0155062442645431,NA,0,0,1,0,25407,36.5743789672852,1,0
"CT",1990,9,26303,0.0146371135488153,0.589999973773956,0,0,1,0,26453,36.7700958251953,1,0
"CT",1991,9,26628,0.0116418804973364,0.610000014305115,1,0,1,0,26721,36.8206405639648,1,0
"CT",1992,9,26459,0.0111871194094419,0.709999978542328,0,0,1,0,28345,36.9771003723145,1,0
"CT",1993,9,27001,0.0126661974936724,0.709999978542328,0,0,1,0,29232,37.0656204223633,1,0
"CT",1994,9,27138,0.0114230969920754,0.720000028610229,0,0,1,0,30310,37.1605911254883,1,0
"CT",1995,9,28045,0.0113032627850771,0.720000028610229,0,0,1,0,32073,37.279956817627,1,0
"CT",1996,9,28135,0.0110183041542768,0.620000004768372,0,0,1,0,33979,37.4275665283203,1,0
"CT",1997,9,28552,0.0118730738759041,0.639999985694885,0,0,1,0,35863,37.5472793579102,1,0
"DC",1983,11,3099,0.0212971922010183,NA,0,0,0,0,15267,35.7238540649414,0,0
"DC",1984,11,3214,0.0199128817766905,NA,0,0,0,0,16620,35.8357276916504,0,0
"DC",1985,11,3223,0.0186161957681179,NA,0,0,0,0,17531,35.8874282836914,0,0
"DC",1986,11,3287,0.0133860660716891,NA,0,0,1,0,18335,35.8914070129395,0,1
"DC",1987,11,3368,0.0157363414764404,NA,1,0,1,0,19566,35.9766387939453,0,1
"DC",1988,11,3405,0.0179148316383362,NA,1,0,1,0,21782,36.0415382385254,0,1
"DC",1989,11,3414,0.0210896302014589,NA,1,0,1,0,23438,36.1164970397949,0,1
"DC",1990,11,3407,0.0140886409208179,0.490000009536743,1,0,1,0,25646,36.9136543273926,0,1
"DC",1991,11,3430,0.0183673463761806,0.490000009536743,1,0,1,0,27028,36.8610496520996,0,1
"DC",1992,11,3562,0.0140370577573776,0.589999973773956,1,0,1,0,28597,37.0413513183594,0,1
"DC",1993,11,3485,0.0163558106869459,0.620000004768372,1,0,1,0,29912,37.2308578491211,0,1
"DC",1994,11,3448,0.0200116001069546,0.620000004768372,1,0,1,0,31212,37.4215431213379,0,1
"DC",1995,11,3465,0.0167388170957565,0.629999995231628,1,0,1,0,32398,37.650447845459,0,1
"DC",1996,11,3316,0.0186972264200449,0.579999983310699,1,0,1,0,34213,38.0677490234375,0,1
"DC",1997,11,3326,0.0180396866053343,0.660000026226044,1,0,1,0,35704,38.3756713867188,0,1
"DE",1983,10,4886,0.0225133039057255,NA,0,0,1,0,13159,34.2215461730957,0,0
"DE",1984,10,5138,0.0253016743808985,NA,0,0,1,0,14291,34.4224662780762,0,0
"DE",1985,10,5365,0.0193849019706249,NA,0,0,1,0,15451,34.5659408569336,0,0
"DE",1986,10,5762,0.0236029159277678,NA,0,0,1,0,16257,34.7090301513672,0,0
"DE",1987,10,6086,0.0239894837141037,NA,1,0,1,0,17423,34.9120903015137,0,0
"DE",1988,10,6404,0.0249843839555979,NA,1,0,1,0,18878,35.0613479614258,0,0
"DE",1989,10,6446,0.0179956555366516,NA,1,0,1,0,20563,35.174129486084,0,0
"DE",1990,10,6548,0.0210751369595528,0.449999988079071,1,0,1,0,21590,35.4238891601562,0,0
"DE",1991,10,6721,0.0151763129979372,0.540000021457672,1,0,1,0,22241,35.4912490844727,0,0
"DE",1992,10,6892,0.0203134063631296,0.699999988079071,1,0,1,0,23004,35.6515617370605,0,1
"DE",1993,10,6895,0.0159535892307758,0.629999995231628,1,0,1,0,23542,35.8443756103516,0,1
"DE",1994,10,7025,0.0159430596977472,0.589999973773956,1,0,1,0,24465,35.9684982299805,0,1
"DE",1995,10,7515,0.0161011312156916,0.629999995231628,1,0,1,0,25603,36.2402687072754,0,1
"DE",1996,10,7666,0.0151317501440644,0.620000004768372,1,0,1,0,27125,36.4600944519043,0,1
"DE",1997,10,8007,0.017859373241663,0.589999973773956,1,0,1,0,28493,36.5989189147949,0,1
"FL",1983,12,81776,0.0328458212316036,NA,0,0,0,0,12469,38.5154190063477,0,0
"FL",1984,12,85475,0.0329219065606594,NA,0,0,0,0,13476,38.6366119384766,0,0
"FL",1985,12,88056,0.0321613512933254,0.22299998998642,0,0,1,0,14367,38.7098579406738,0,0
"FL",1986,12,87273,0.0324384421110153,0.344500005245209,0,0,1,0,15102,38.7351837158203,0,0
"FL",1987,12,93819,0.0302603952586651,0.551500022411346,1,0,1,0,16001,38.8027610778809,0,1
"FL",1988,12,105319,0.0292254965752363,0.470999985933304,1,0,1,0,17092,38.8233985900879,0,1
"FL",1989,12,108877,0.0274070743471384,0.550000011920929,1,0,1,0,18405,38.8744239807129,0,1
"FL",1990,12,109997,0.0262825358659029,0.529999971389771,1,0,1,0,19127,38.6966133117676,0,1
"FL",1991,12,113483,0.0217036921530962,0.529500007629395,1,0,1,0,19451,38.7663116455078,0,1
"FL",1992,12,114311,0.0212315525859594,0.557999968528748,1,0,1,0,19910,38.8350448608398,0,1
"FL",1993,12,120467,0.0218815114349127,0.61599999666214,1,0,1,0,21080,38.8647804260254,0,1
"FL",1994,12,121989,0.0220265761017799,0.601999998092651,1,0,1,1,21761,38.9269676208496,0,1
"FL",1995,12,127801,0.0219481848180294,0.589999973773956,1,1,1,1,22676,38.9981727600098,0,1
"FL",1996,12,130004,0.0211762711405754,0.627000033855438,1,1,1,1,23834,39.1027679443359,0,1
"FL",1997,12,134007,0.0207824967801571,0.600000023841858,1,1,1,1,24799,39.1695823669434,0,1
"GA",1983,13,48837,0.0265372563153505,NA,0,0,0,0,10742,32.9332847595215,0,0
"GA",1984,13,50486,0.0279285348951817,NA,0,0,0,0,12028,33.103385925293,0,0
"GA",1985,13,53713,0.0253383722156286,NA,0,0,0,0,12928,33.2022361755371,0,0
"GA",1986,13,56833,0.0269209798425436,NA,0,0,1,0,13768,33.3027687072754,0,0
"GA",1987,13,60293,0.0265204925090075,0.197999998927116,0,0,1,0,14562,33.4336624145508,0,0
"GA",1988,13,62262,0.0265651606023312,0.277999997138977,1,0,1,0,15591,33.5074729919434,0,1
"GA",1989,13,75705,0.0215573608875275,0.387999981641769,1,0,1,0,16466,33.585865020752,0,1
"GA",1990,13,72746,0.0214719716459513,0.416999995708466,1,0,1,0,17385,33.8595314025879,0,1
"GA",1991,13,73005,0.019026093184948,0.455999970436096,1,0,1,0,17930,33.9618911743164,0,1
"GA",1992,13,77904,0.0168797485530376,0.460999995470047,1,0,1,0,18888,34.0948753356934,0,1
"GA",1993,13,78426,0.0177747178822756,0.572000026702881,1,0,1,0,19668,34.179443359375,0,1
"GA",1994,13,82822,0.017205573618412,0.529000043869019,1,0,1,0,20632,34.3039474487305,0,1
"GA",1995,13,85384,0.0174271520227194,0.507000029087067,1,1,1,0,21696,34.4150772094727,0,1
"GA",1996,13,89132,0.0176479835063219,0.611000001430511,1,1,1,0,22900,34.5256843566895,0,1
"GA",1997,13,93317,0.016899386420846,0.680000007152557,1,1,1,1,23882,34.6350784301758,0,1
"HI",1983,15,5873,0.0240081734955311,NA,0,0,0,0,13028,32.7169303894043,0,0
"HI",1984,15,6505,0.0212144497781992,NA,0,0,0,0,13740,32.9384651184082,0,0
"HI",1985,15,6762,0.0186335407197475,0.330000013113022,0,0,0,0,14494,33.1608581542969,0,0
"HI",1986,15,6971,0.017214173451066,0.726000010967255,0,0,1,0,15325,33.4808578491211,1,0
"HI",1987,15,7218,0.0192574113607407,0.66100001335144,0,0,1,0,16262,33.8161849975586,1,0
"HI",1988,15,7419,0.0199487805366516,0.665000021457672,0,0,1,0,17815,34.1053123474121,1,0
"HI",1989,15,7750,0.0192258059978485,0.78300005197525,0,0,1,0,19395,34.3718566894531,1,0
"HI",1990,15,8066,0.0219439622014761,0.805000007152557,0,0,1,0,21529,34.8789749145508,1,0
"HI",1991,15,8143,0.0165786556899548,0.853000044822693,0,0,1,0,22171,34.9796752929688,1,0
"HI",1992,15,8066,0.0159930568188429,0.830999970436096,0,0,1,0,22906,35.177173614502,1,0
"HI",1993,15,8074,0.016596483066678,0.84199994802475,0,0,1,0,23638,35.34814453125,1,0
"HI",1994,15,7935,0.0153749212622643,0.824999988079071,0,0,1,0,24090,35.5265808105469,1,0
"HI",1995,15,7945,0.0163624919950962,0.799000024795532,0,0,1,0,24848,35.7653923034668,1,0
"HI",1996,15,8030,0.0184308849275112,0.800000011920929,0,0,1,0,25086,36.0712394714355,1,0
"HI",1997,15,7947,0.0164842084050179,0.800000011920929,0,0,1,1,25598,36.3965072631836,1,0
"IA",1983,19,19661,0.0261431261897087,NA,0,0,0,0,11218,35.4137687683105,0,0
"IA",1984,19,20497,0.0204908028244972,NA,0,0,0,0,12460,35.6049995422363,0,0
"IA",1985,19,20191,0.0234758052974939,0.180000007152557,0,0,0,0,13042,35.8148460388184,0,0
"IA",1986,19,20413,0.0216038804501295,0.430000007152557,0,0,1,0,13688,36.0849342346191,1,0
"IA",1987,19,20808,0.0235966928303242,0.560000002384186,1,0,1,0,14511,36.3715324401855,1,0
"IA",1988,19,21907,0.0254256632179022,0.550000011920929,1,0,1,0,14882,36.5685653686523,1,0
"IA",1989,19,22571,0.0227725841104984,0.589999973773956,1,0,1,0,16058,36.6688194274902,1,0
"IA",1990,19,22993,0.0202235467731953,0.610000014305115,1,0,1,0,16885,36.6696014404297,1,0
"IA",1991,19,23020,0.021198958158493,0.680000007152557,1,0,1,0,17304,36.6919631958008,1,0
"IA",1992,19,23926,0.0182646494358778,0.709999978542328,1,0,1,0,18368,36.8526496887207,1,0
"IA",1993,19,25118,0.0182737484574318,0.730000019073486,1,0,1,0,18461,36.9394454956055,1,0
"IA",1994,19,25737,0.0185724832117558,0.730000019073486,1,0,1,0,19964,37.0533256530762,1,0
"IA",1995,19,25987,0.0202793702483177,0.759999990463257,1,0,1,0,20412,37.2043228149414,1,0
"IA",1996,19,26880,0.0172991063445807,0.75,1,0,1,0,22032,37.2995758056641,1,0
"IA",1997,19,27984,0.0167238414287567,0.75,1,0,1,0,23120,37.3758659362793,1,0
"ID",1983,16,8287,0.0317364558577538,NA,0,0,0,0,10122,32.1727142333984,0,0
"ID",1984,16,7768,0.0311534497886896,NA,0,0,0,0,10780,32.3633193969727,0,0
"ID",1985,16,7710,0.033073928207159,0.234999999403954,0,0,0,0,11331,32.6007766723633,0,0
"ID",1986,16,7781,0.03315769135952,0.270000010728836,0,0,0,0,11663,32.862232208252,0,1
"ID",1987,16,8119,0.0320236496627331,0.319999992847443,1,0,1,0,12265,33.1909637451172,0,1
"ID",1988,16,8127,0.0316229835152626,0.340000003576279,1,0,1,0,13108,33.4885635375977,0,1
"ID",1989,16,8422,0.0282593201845884,0.330000013113022,1,0,1,0,14283,33.7009353637695,0,1
"ID",1990,16,9849,0.0247740894556046,0.349999994039536,1,0,1,0,15346,33.7630462646484,0,1
"ID",1991,16,10318,0.0255863536149263,0.46000000834465,1,0,1,0,15664,33.9172782897949,0,1
"ID",1992,16,10764,0.0225752517580986,0.529999971389771,1,0,1,0,16607,33.9941329956055,0,1
"ID",1993,16,11481,0.020033098757267,0.589999973773956,1,0,1,0,17699,34.0411148071289,0,1
"ID",1994,16,11652,0.0214555449783802,0.540000021457672,1,0,1,0,18186,34.0649604797363,0,1
"ID",1995,16,12296,0.0213077422231436,0.5,1,1,1,0,18961,34.2065353393555,0,1
"ID",1996,16,12961,0.0199058707803488,0.5,1,1,1,0,19741,34.3540840148926,0,1
"ID",1997,16,12880,0.0201086960732937,0.490000009536743,1,1,1,1,20392,34.5040626525879,0,1
"IL",1983,17,67370,0.0226510316133499,NA,0,0,1,0,13180,34.360767364502,0,0
"IL",1984,17,69910,0.022128451615572,NA,0,0,1,0,14547,34.4693031311035,0,0
"IL",1985,17,70844,0.0216532107442617,0.158999994397163,0,0,1,0,15322,34.6009178161621,0,0
"IL",1986,17,74144,0.0215256791561842,0.362000018358231,0,0,1,0,16106,34.7123565673828,0,1
"IL",1987,17,75756,0.0218332540243864,0.372999995946884,1,0,1,0,17066,34.8764572143555,0,1
"IL",1988,17,78483,0.0234063435345888,0.395000010728836,1,0,1,0,18212,35.0331192016602,0,1
"IL",1989,17,81297,0.0215014088898897,0.400000005960464,1,0,1,0,19427,35.1508026123047,0,1
"IL",1990,17,83334,0.0190678481012583,0.470999985933304,1,0,1,0,20494,35.4204139709473,0,1
"IL",1991,17,85430,0.0169495493173599,0.504000008106232,1,0,1,0,20966,35.4195442199707,0,1
"IL",1992,17,87642,0.0157915148884058,0.639999985694885,1,0,1,0,22209,35.515552520752,0,1
"IL",1993,17,89693,0.0155196059495211,0.670000016689301,1,0,1,0,22895,35.5936088562012,0,1
"IL",1994,17,92316,0.016833484172821,0.683000028133392,1,0,1,0,23956,35.6267280578613,0,1
"IL",1995,17,94189,0.0168384835124016,0.686999976634979,1,0,1,0,25135,35.6713218688965,0,1
"IL",1996,17,96730,0.0152693064883351,0.639999985694885,1,0,1,0,26393,35.7241096496582,0,1
"IL",1997,17,99319,0.0140657881274819,0.641999959945679,1,0,1,1,27688,35.7832221984863,0,1
"IN",1983,18,39837,0.0255039278417826,NA,0,0,1,0,11001,34.0799827575684,0,0
"IN",1984,18,41074,0.0225203298032284,NA,0,0,1,0,12199,34.2933158874512,0,0
"IN",1985,18,40782,0.0238830856978893,NA,0,0,1,0,12844,34.4917640686035,0,0
"IN",1986,18,40780,0.0254536531865597,0.196000009775162,0,0,1,0,13513,34.6955490112305,0,0
"IN",1987,18,44122,0.0239109732210636,0.367000013589859,1,0,1,0,14324,34.8960151672363,0,1
"IN",1988,18,51124,0.0214967522770166,0.440999984741211,1,0,1,0,15231,35.0628700256348,0,1
"IN",1989,18,56192,0.0172800403088331,0.460999995470047,1,0,1,0,16296,35.1572685241699,0,1
"IN",1990,18,53697,0.0195355415344238,0.47299998998642,1,0,1,0,17167,35.4417037963867,0,1
"IN",1991,18,54266,0.0188331548124552,0.519999980926514,1,0,1,0,17624,35.4977035522461,0,1
"IN",1992,18,57072,0.0157870762050152,0.560000002384186,1,0,1,0,18763,35.6531867980957,0,1
"IN",1993,18,60461,0.0149021679535508,0.560000002384186,1,0,1,0,19649,35.7683982849121,0,1
"IN",1994,18,62108,0.0156340561807156,0.560000002384186,1,0,1,0,20734,35.8347549438477,0,1
"IN",1995,18,64552,0.0148717314004898,0.639999985694885,1,0,1,0,21427,35.9361839294434,0,1
"IN",1996,18,66220,0.0148595590144396,0.620000004768372,1,0,1,0,22234,36.0628471374512,0,1
"IN",1997,18,68620,0.0136257652193308,0.629999995231628,1,0,1,0,23202,36.1093406677246,0,1
"KS",1983,20,18153,0.0226408857852221,NA,0,0,0,0,12273,34.9704513549805,0,0
"KS",1984,20,18717,0.0272479560226202,NA,0,0,0,0,13421,35.0815353393555,0,0
"KS",1985,20,19275,0.0252140071243048,0.0989999994635582,0,0,1,0,14121,35.149772644043,0,0
"KS",1986,20,19826,0.0252194087952375,0.236000001430511,0,0,1,0,14703,35.295280456543,0,1
"KS",1987,20,20561,0.023880161345005,0.422999978065491,1,0,1,0,15327,35.3615913391113,0,1
"KS",1988,20,21161,0.0228250082582235,0.48199999332428,1,0,1,0,16040,35.4469337463379,0,1
"KS",1989,20,21913,0.0195317845791578,0.519999980926514,1,0,1,0,16802,35.4780807495117,0,1
"KS",1990,20,22849,0.0194319225847721,0.578000009059906,1,0,1,0,17940,35.5970802307129,0,1
"KS",1991,20,23186,0.0176399555057287,0.634999990463257,1,0,1,0,18492,35.6004676818848,0,1
"KS",1992,20,24163,0.0160162225365639,0.703000009059906,1,0,1,0,19447,35.7139205932617,0,1
"KS",1993,20,24115,0.0177482888102531,0.699999988079071,1,0,1,1,20048,35.7961006164551,0,1
"KS",1994,20,24678,0.0179106891155243,0.699999988079071,1,0,1,1,20638,35.8690528869629,0,1
"KS",1995,20,25153,0.0175724569708109,0.540000021457672,1,1,1,1,21481,36.0154647827148,0,1
"KS",1996,20,25942,0.0188882891088724,0.540000021457672,1,1,1,1,22707,36.1358795166016,0,1
